   Time[s]           u[ft/s]           v[ft/s]           w[ft/s]           p[rad/s]          q[rad/s]          r[rad/s]          x[ft]             y[ft]             z[ft]             eo                e1                e2                e3
   4.750000000E+00   1.819801998E+02  -4.830002788E-02   1.066543537E-01   1.205902506E-02  -1.311361382E-01   7.787574805E-02   7.638906652E+02  -1.922611252E+01  -4.265056371E+02   9.342002643E-01   2.472044427E-01  -2.509704499E-01   5.633527224E-02
   4.800000000E+00   1.827045674E+02  -5.476757322E-02   1.061221047E-01   1.245955189E-02  -1.299884370E-01   7.719100662E-02   7.717823192E+02  -1.940179046E+01  -4.219436548E+02   9.331893098E-01   2.471865047E-01  -2.544798097E-01   5.741576866E-02
   4.850000000E+00   1.834387690E+02  -5.996166218E-02   1.055841073E-01   1.278216691E-02  -1.288394523E-01   7.648602886E-02   7.796708077E+02  -1.957680219E+01  -4.173038157E+02   9.321709967E-01   2.471762507E-01  -2.579539009E-01   5.848862272E-02
   4.900000000E+00   1.841826593E+02  -6.373171207E-02   1.050394624E-01   1.301389808E-02  -1.276900135E-01   7.576601242E-02   7.875561226E+02  -1.975114168E+01  -4.125861602E+02   9.311462445E-01   2.471719023E-01  -2.613927516E-01   5.955292953E-02
   4.950000000E+00   1.849360933E+02  -6.598015122E-02   1.044878016E-01   1.314517783E-02  -1.265409507E-01   7.503662450E-02   7.954382555E+02  -1.992480426E+01  -4.077907297E+02   9.301160288E-01   2.471713905E-01  -2.647964669E-01   6.060781905E-02
   5.000000000E+00   1.856989267E+02  -6.666614573E-02   1.039292993E-01   1.317021207E-02  -1.253930825E-01   7.430379426E-02   8.033171985E+02  -2.009778669E+01  -4.029175666E+02   9.290813577E-01   2.471724367E-01  -2.681652259E-01   6.165248537E-02
   5.050000000E+00   1.864710155E+02  -6.580715924E-02   1.033646619E-01   1.308720549E-02  -1.242472055E-01   7.357349350E-02   8.111929436E+02  -2.027008717E+01  -3.979667143E+02   9.280432461E-01   2.471726408E-01  -2.714992771E-01   6.268621421E-02
   5.100000000E+00   1.872522165E+02  -6.347825719E-02   1.027950775E-01   1.289843294E-02  -1.231040852E-01   7.285151389E-02   8.190654830E+02  -2.044170536E+01  -3.929382169E+02   9.270026904E-01   2.471695748E-01  -2.747989303E-01   6.370840772E-02
   5.150000000E+00   1.880423872E+02  -5.980915308E-02   1.022221284E-01   1.261015185E-02  -1.219644464E-01   7.214324944E-02   8.269348093E+02  -2.061264227E+01  -3.878321198E+02   9.259606420E-01   2.471608764E-01  -2.780645478E-01   6.471860548E-02
   5.200000000E+00   1.888413857E+02  -5.497908237E-02   1.016476906E-01   1.223235689E-02  -1.208289618E-01   7.145349280E-02   8.348009148E+02  -2.078290013E+01  -3.826484691E+02   9.249179840E-01   2.471443407E-01  -2.812965327E-01   6.571650080E-02
   5.250000000E+00   1.896490710E+02  -4.920967758E-02   1.010738359E-01   1.177838453E-02  -1.196982392E-01   7.078625372E-02   8.426637925E+02  -2.095248225E+01  -3.773873118E+02   9.238755089E-01   2.471180050E-01  -2.844953168E-01   6.670195177E-02
   5.300000000E+00   1.904653030E+02  -4.275610161E-02   1.005027480E-01   1.126438122E-02  -1.185728121E-01   7.014460731E-02   8.505234350E+02  -2.112139272E+01  -3.720486956E+02   9.228339009E-01   2.470802239E-01  -2.876613471E-01   6.767498625E-02
   5.350000000E+00   1.912899426E+02  -3.589677205E-02   9.993664475E-02   1.070865460E-02  -1.174531314E-01   6.953057850E-02   8.583798352E+02  -2.128963624E+01  -3.666326691E+02   9.217937211E-01   2.470297323E-01  -2.907950721E-01   6.863580065E-02
   5.400000000E+00   1.921228517E+02  -2.892207374E-02   9.937770455E-02   1.013093251E-02  -1.163395624E-01   6.894506828E-02   8.662329862E+02  -2.145721776E+01  -3.611392811E+02   9.207553989E-01   2.469656919E-01  -2.938969285E-01   6.958475229E-02
   5.450000000E+00   1.929638935E+02  -2.212250755E-02   9.882799512E-02   9.551558813E-03  -1.152323845E-01   6.838782510E-02   8.740828806E+02  -2.162414226E+01  -3.555685812E+02   9.197192273E-01   2.468877219E-01  -2.969673288E-01   7.052234554E-02
   5.500000000E+00   1.938129320E+02  -1.577675649E-02   9.828940937E-02   8.990658292E-03  -1.141317945E-01   6.785746357E-02   8.819295112E+02  -2.179041443E+01  -3.499206191E+02   9.186853644E-01   2.467959097E-01  -3.000066503E-01   7.144921202E-02
   5.550000000E+00   1.946698329E+02  -1.014016511E-02   9.776361121E-02   8.467304908E-03  -1.130379140E-01   6.735153030E-02   8.897728706E+02  -2.195603840E+01  -3.441954451E+02   9.176538400E-01   2.466908033E-01  -3.030152258E-01   7.236608565E-02
   5.600000000E+00   1.955344626E+02  -5.434122128E-03   9.725199066E-02   7.998728481E-03  -1.119507987E-01   6.686661491E-02   8.976129512E+02  -2.212101746E+01  -3.383931095E+02   9.166245674E-01   2.465733849E-01  -3.059933372E-01   7.327377335E-02
   5.650000000E+00   1.964066892E+02  -1.836809515E-03   9.675562547E-02   7.599593924E-03  -1.108704528E-01   6.639850229E-02   9.054497449E+02  -2.228535389E+01  -3.325136627E+02   9.155973597E-01   2.464450255E-01  -3.089412115E-01   7.417312241E-02
   5.700000000E+00   1.972863819E+02   5.242664055E-04   9.627524724E-02   7.281384933E-03  -1.097968434E-01   6.594236021E-02   9.132832435E+02  -2.244904873E+01  -3.265571551E+02   9.145719503E-01   2.463074247E-01  -3.118590197E-01   7.506498599E-02
   5.750000000E+00   1.981734112E+02   1.577613213E-03   9.581121353E-02   7.051920264E-03  -1.087299168E-01   6.549295472E-02   9.211134383E+02  -2.261210170E+01  -3.205236374E+02   9.135480158E-01   2.461625359E-01  -3.147468787E-01   7.595018793E-02
   5.800000000E+00   1.990676489E+02   1.310695925E-03   9.536348963E-02   6.915025618E-03  -1.076696139E-01   6.504488453E-02   9.289403202E+02  -2.277451110E+01  -3.144131600E+02   9.125252020E-01   2.460124810E-01  -3.176048560E-01   7.682948845E-02
   5.850000000E+00   1.999689683E+02  -2.296793599E-04   9.493164430E-02   6.870377901E-03  -1.066158840E-01   6.459282431E-02   9.367638798E+02  -2.293627381E+01  -3.082257735E+02   9.115031494E-01   2.458594591E-01  -3.204329772E-01   7.770355223E-02
   5.900000000E+00   2.008772438E+02  -2.939597426E-03   9.451486222E-02   6.913531353E-03  -1.055686962E-01   6.413176629E-02   9.445841072E+02  -2.309738536E+01  -3.019615285E+02   9.104815196E-01   2.457056507E-01  -3.232312360E-01   7.857292019E-02
   5.950000000E+00   2.017923514E+02  -6.662821588E-03   9.411197514E-02   7.036127188E-03  -1.045280489E-01   6.365724938E-02   9.524009922E+02  -2.325784001E+01  -2.956204755E+02   9.094600196E-01   2.455531239E-01  -3.259996050E-01   7.943798644E-02
   6.000000000E+00   2.027141681E+02  -1.119796043E-02   9.372151205E-02   7.226280099E-03  -1.034939755E-01   6.316556524E-02   9.602145241E+02  -2.341763095E+01  -2.892026655E+02   9.084384238E-01   2.454037465E-01  -3.287380490E-01   8.029898135E-02
   6.050000000E+00   2.036425727E+02  -1.630772452E-02   9.334176799E-02   7.469126820E-03  -1.024665479E-01   6.265393168E-02   9.680246923E+02  -2.357675050E+01  -2.827081495E+02   9.074165929E-01   2.452591056E-01  -3.314465384E-01   8.115596174E-02
   6.100000000E+00   2.045774452E+02  -2.172988130E-02   9.297088910E-02   7.747514116E-03  -1.014458772E-01   6.212062468E-02   9.758314855E+02  -2.373519034E+01  -2.761369788E+02   9.063944876E-01   2.451204420E-01  -3.341250621E-01   8.200880878E-02
   6.150000000E+00   2.055186669E+02  -2.718942819E-02   9.260696929E-02   8.042796591E-03  -1.004321122E-01   6.156506258E-02   9.836348927E+02  -2.389294184E+01  -2.694892051E+02   9.053721778E-01   2.449885992E-01  -3.367736403E-01   8.285723374E-02
   6.200000000E+00   2.064661206E+02  -3.241143583E-02   9.224815215E-02   8.335708852E-03  -9.942543610E-02   6.098783750E-02   9.914349025E+02  -2.404999632E+01  -2.627648807E+02   9.043498467E-01   2.448639917E-01  -3.393923360E-01   8.370079165E-02
   6.250000000E+00   2.074196906E+02  -3.713396883E-02   9.189273003E-02   8.607272242E-03  -9.842606256E-02   6.039069178E-02   9.992315037E+02  -2.420634535E+01  -2.559640585E+02   9.033277890E-01   2.447465924E-01  -3.419812642E-01   8.453890224E-02
   6.300000000E+00   2.083792621E+02  -4.112047357E-02   9.153923300E-02   8.839693741E-03  -9.743423032E-02   5.977643963E-02   1.007024685E+03  -2.436198103E+01  -2.490867920E+02   9.023064031E-01   2.446359414E-01  -3.445405989E-01   8.537087749E-02
   6.350000000E+00   2.093447221E+02  -4.417103395E-02   9.118650063E-02   9.017214013E-03  -9.645019739E-02   5.914883696E-02   1.014814436E+03  -2.451689625E+01  -2.421331355E+02   9.012861789E-01   2.445311744E-01  -3.470705777E-01   8.619595448E-02
   6.400000000E+00   2.103159587E+02  -4.613193656E-02   9.083373182E-02   9.126863027E-03  -9.547423457E-02   5.851240465E-02   1.022600745E+03  -2.467108489E+01  -2.351031442E+02   9.002676802E-01   2.444310709E-01  -3.495715027E-01   8.701333219E-02
   6.450000000E+00   2.112928612E+02  -4.690305608E-02   9.048050957E-02   9.159085187E-03  -9.450661828E-02   5.787221336E-02   1.030383603E+03  -2.482454199E+01  -2.279968742E+02   8.992515242E-01   2.443341185E-01  -3.520437390E-01   8.782221058E-02
   6.500000000E+00   2.122753205E+02  -4.644266757E-02   9.012680035E-02   9.108201465E-03  -9.354762275E-02   5.723363960E-02   1.038162999E+03  -2.497726386E+01  -2.208143824E+02   8.982383567E-01   2.442385914E-01  -3.544877097E-01   8.862183002E-02
   6.550000000E+00   2.132632283E+02  -4.476941069E-02   8.977292995E-02   8.972683302E-03  -9.259751151E-02   5.660210483E-02   1.045938923E+03  -2.512924810E+01  -2.135557267E+02   8.972288274E-01   2.441426389E-01  -3.569038879E-01   8.941150930E-02
   6.600000000E+00   2.142564778E+02  -4.196126693E-02   8.941953995E-02   8.755221941E-03  -9.165652848E-02   5.598281020E-02   1.053711366E+03  -2.528049361E+01  -2.062209659E+02   8.962235631E-01   2.440443798E-01  -3.592927871E-01   9.019068026E-02
   6.650000000E+00   2.152549637E+02  -3.815155856E-02   8.906753003E-02   8.462586719E-03  -9.072488887E-02   5.538048038E-02   1.061480319E+03  -2.543100043E+01  -1.988101599E+02   8.952231431E-01   2.439419976E-01  -3.616549478E-01   9.095891728E-02
   6.700000000E+00   2.162585817E+02  -3.352212952E-02   8.871799200E-02   8.105276516E-03  -8.980277056E-02   5.479912936E-02   1.069245774E+03  -2.558076969E+01  -1.913233689E+02   8.942280760E-01   2.438338322E-01  -3.639909244E-01   9.171596018E-02
   6.750000000E+00   2.172672287E+02  -2.829401677E-02   8.837214099E-02   7.696979199E-03  -8.889030647E-02   5.424186081E-02   1.077007722E+03  -2.572980330E+01  -1.837606544E+02   8.932387802E-01   2.437184636E-01  -3.663012703E-01   9.246172909E-02
   6.800000000E+00   2.182808034E+02  -2.271605771E-02   8.803124814E-02   7.253864228E-03  -8.798757879E-02   5.371071360E-02   1.084766154E+03  -2.587810378E+01  -1.761220783E+02   8.922555692E-01   2.435947825E-01  -3.685865233E-01   9.319633061E-02
   6.850000000E+00   2.192992053E+02  -1.705199684E-02   8.769657781E-02   6.793742843E-03  -8.709461566E-02   5.320656136E-02   1.092521064E+03  -2.602567395E+01  -1.684077030E+02   8.912786411E-01   2.434620457E-01  -3.708471915E-01   9.392005465E-02
   6.900000000E+00   2.203223357E+02  -1.156674670E-02   8.736933102E-02   6.335138023E-03  -8.621139081E-02   5.272907200E-02   1.100272442E+03  -2.617251664E+01  -1.606175915E+02   8.903080755E-01   2.433199113E-01  -3.730837415E-01   9.463336200E-02
   6.950000000E+00   2.213500971E+02  -6.512517654E-03   8.705059548E-02   5.896312130E-03  -8.533782640E-02   5.227673039E-02   1.108020282E+03  -2.631863439E+01  -1.527518071E+02   8.893438350E-01   2.431684535E-01  -3.752965878E-01   9.533686313E-02
   7.000000000E+00   2.223823933E+02  -2.115554112E-03   8.674130197E-02   5.494303506E-03  -8.447379901E-02   5.184692374E-02   1.115764573E+03  -2.646402918E+01  -1.448104133E+02   8.883857736E-01   2.430081561E-01  -3.774860856E-01   9.603128919E-02
   7.050000000E+00   2.234191295E+02   1.435801846E-03   8.644218678E-02   5.144023932E-03  -8.361914833E-02   5.143608613E-02   1.123505309E+03  -2.660870220E+01  -1.367934740E+02   8.874336501E-01   2.428398830E-01  -3.796525272E-01   9.671745653E-02
   7.100000000E+00   2.244602124E+02   4.001054840E-03   8.615376027E-02   4.857466687E-03  -8.277368793E-02   5.103989509E-02   1.131242479E+03  -2.675265358E+01  -1.287010529E+02   8.864871470E-01   2.426648302E-01  -3.817961411E-01   9.739622667E-02
   7.150000000E+00   2.255055498E+02   5.494939075E-03   8.587628245E-02   4.643069960E-03  -8.193721702E-02   5.065351027E-02   1.138976075E+03  -2.689588232E+01  -1.205332140E+02   8.855458924E-01   2.424844593E-01  -3.839170952E-01   9.806846353E-02
   7.200000000E+00   2.265550511E+02   5.891799941E-03   8.560974731E-02   4.505272713E-03  -8.110953243E-02   5.027184152E-02   1.146706088E+03  -2.703838610E+01  -1.122900212E+02   8.846094848E-01   2.423004174E-01  -3.860155033E-01   9.873499053E-02
   7.250000000E+00   2.276086266E+02   5.226692972E-03   8.535387827E-02   4.444290129E-03  -8.029043963E-02   4.988983196E-02   1.154432506E+03  -2.718016137E+01  -1.039715385E+02   8.836775197E-01   2.421144472E-01  -3.880914346E-01   9.939654960E-02
   7.300000000E+00   2.286661883E+02   3.593097997E-03   8.510813724E-02   4.456123988E-03  -7.947976225E-02   4.950274032E-02   1.162155321E+03  -2.732120329E+01  -9.557782988E+01   8.827496148E-01   2.419282922E-01  -3.901449258E-01   1.000537645E-01
   7.350000000E+00   2.297276493E+02   1.137336703E-03   8.487174902E-02   4.532810239E-03  -7.867734927E-02   4.910640650E-02   1.169874520E+03  -2.746150592E+01  -8.710895957E+01   8.818254347E-01   2.417436032E-01  -3.921759950E-01   1.007071105E-01
   7.400000000E+00   2.307929239E+02  -1.950027223E-03   8.464374171E-02   4.662892516E-03  -7.788307989E-02   4.869748509E-02   1.177590092E+03  -2.760106234E+01  -7.856499182E+01   8.809047112E-01   2.415618495E-01  -3.941846559E-01   1.013568923E-01
   7.450000000E+00   2.318619278E+02  -5.445345882E-03   8.442300207E-02   4.832097007E-03  -7.709686594E-02   4.827363291E-02   1.185302027E+03  -2.773986494E+01  -6.994599118E+01   8.799872612E-01   2.413842418E-01  -3.961709336E-01   1.020032316E-01
   7.500000000E+00   2.329345778E+02  -9.104984887E-03   8.420834252E-02   5.024171860E-03  -7.631865215E-02   4.783363922E-02   1.193010312E+03  -2.787790559E+01  -6.125202251E+01   8.790729974E-01   2.412116699E-01  -3.981348779E-01   1.026460644E-01
   7.550000000E+00   2.340107918E+02  -1.267961652E-02   8.399857502E-02   5.221843864E-03  -7.554841451E-02   4.737749020E-02   1.200714937E+03  -2.801517605E+01  -5.248315112E+01   8.781619346E-01   2.410446593E-01  -4.000765761E-01   1.032851498E-01
   7.600000000E+00   2.350904892E+02  -1.592887819E-02   8.379258550E-02   5.407837291E-03  -7.478615728E-02   4.690636323E-02   1.208415888E+03  -2.815166814E+01  -4.363944282E+01   8.772541891E-01   2.408833491E-01  -4.019961630E-01   1.039200884E-01
   7.650000000E+00   2.361735903E+02  -1.863552818E-02   8.358940221E-02   5.565894922E-03  -7.403190888E-02   4.642255038E-02   1.216113156E+03  -2.828737412E+01  -3.472096403E+01   8.763499724E-01   2.407274932E-01  -4.038938280E-01   1.045503501E-01
   7.700000000E+00   2.372600165E+02  -2.061824423E-02   8.338825194E-02   5.681740063E-03  -7.328571693E-02   4.592931505E-02   1.223806729E+03  -2.842228690E+01  -2.572778188E+01   8.754495785E-01   2.405764830E-01  -4.057698186E-01   1.051753096E-01
   7.750000000E+00   2.383496905E+02  -2.174227697E-02   8.318859907E-02   5.743920730E-03  -7.254764260E-02   4.543068962E-02   1.231496596E+03  -2.855640024E+01  -1.665996424E+01   8.745533669E-01   2.404293925E-01  -4.076244403E-01   1.057942876E-01
   7.800000000E+00   2.394425357E+02  -2.192728727E-02   8.299016488E-02   5.744483339E-03  -7.181775436E-02   4.493122583E-02   1.239182746E+03  -2.868970895E+01  -7.517579775E+00   8.736617413E-01   2.402850412E-01  -4.094580531E-01   1.064065955E-01
   7.850000000E+00   2.405384770E+02  -2.115185816E-02   8.279292667E-02   5.679432801E-03  -7.109612126E-02   4.443571281E-02   1.246865170E+03  -2.882220894E+01   1.699302021E+00   8.727751251E-01   2.401420726E-01  -4.112710635E-01   1.070115802E-01
   7.900000000E+00   2.416374399E+02  -1.945437049E-02   8.259709848E-02   5.548948471E-03  -7.038280580E-02   4.394887991E-02   1.254543859E+03  -2.895389726E+01   1.099061084E+01   8.718939368E-01   2.399990415E-01  -4.130639149E-01   1.076086669E-01
   7.950000000E+00   2.427393511E+02  -1.693015428E-02   8.240309706E-02   5.357340180E-03  -6.967785675E-02   4.347510270E-02   1.262218802E+03  -2.908477202E+01   2.035627556E+01   8.710185648E-01   2.398545070E-01  -4.148370745E-01   1.081973975E-01
   8.000000000E+00   2.438441384E+02  -1.372506249E-02   8.221149746E-02   5.112744831E-03  -6.898130236E-02   4.301813089E-02   1.269889992E+03  -2.921483230E+01   2.979622434E+01   8.701493447E-01   2.397071237E-01  -4.165910185E-01   1.087774613E-01
   8.050000000E+00   2.449517305E+02  -1.002584510E-02   8.202298334E-02   4.826580580E-03  -6.829314440E-02   4.258085546E-02   1.277557420E+03  -2.934407795E+01   3.931038462E+01   8.692865396E-01   2.395557262E-01  -4.183262176E-01   1.093487169E-01
   8.100000000E+00   2.460620570E+02  -6.047913895E-03   8.183829585E-02   4.512791571E-03  -6.761335369E-02   4.216513049E-02   1.285221079E+03  -2.947250935E+01   4.889868326E+01   8.684303256E-01   2.393994010E-01  -4.200431214E-01   1.099112029E-01
   8.150000000E+00   2.471750488E+02  -2.021267914E-03   8.165818452E-02   4.186930349E-03  -6.694186767E-02   4.177166159E-02   1.292880960E+03  -2.960012715E+01   5.856104659E+01   8.675807827E-01   2.392375425E-01  -4.217421452E-01   1.104651380E-01
   8.200000000E+00   2.482906377E+02   1.824517536E-03   8.148336196E-02   3.865136484E-03  -6.627859033E-02   4.139996881E-02   1.300537055E+03  -2.972693200E+01   6.829740053E+01   8.667378914E-01   2.390698873E-01  -4.234236585E-01   1.110109092E-01
   8.250000000E+00   2.494087564E+02   5.275258953E-03   8.131446369E-02   3.563077735E-03  -6.562339479E-02   4.104842704E-02   1.308189356E+03  -2.985292425E+01   7.810767067E+01   8.659015368E-01   2.388965277E-01  -4.250879761E-01   1.115490487E-01
   8.300000000E+00   2.505293389E+02   8.146097890E-03   8.115201317E-02   3.294923635E-03  -6.497612814E-02   4.071438192E-02   1.315837856E+03  -2.997810367E+01   8.799178235E+01   8.650715175E-01   2.387179001E-01  -4.267353534E-01   1.120802027E-01
   8.350000000E+00   2.516523198E+02   1.029346161E-02   8.099639281E-02   3.072420289E-03  -6.433661841E-02   4.039433398E-02   1.323482545E+03  -3.010246928E+01   9.794966075E+01   8.642475617E-01   2.385347523E-01  -4.283659853E-01   1.126050915E-01
   8.400000000E+00   2.527776351E+02   1.162423274E-02   8.084782138E-02   2.904129361E-03  -6.370468268E-02   4.008417923E-02   1.331123416E+03  -3.022601912E+01   1.079812309E+02   8.634293459E-01   2.383480896E-01  -4.299800089E-01   1.131244659E-01
   8.450000000E+00   2.539052216E+02   1.210148780E-02   8.070633935E-02   2.794883960E-03  -6.308013579E-02   3.977949011E-02   1.338760459E+03  -3.034875018E+01   1.180864179E+02   8.626165180E-01   2.381591049E-01  -4.315775104E-01   1.136390608E-01
   8.500000000E+00   2.550350169E+02   1.174639137E-02   8.057180363E-02   2.745499996E-03  -6.246279858E-02   3.947581803E-02   1.346393665E+03  -3.047065833E+01   1.282651464E+02   8.618087216E-01   2.379690967E-01  -4.331585349E-01   1.141495508E-01
   8.550000000E+00   2.561669598E+02   1.063609340E-02   8.044389362E-02   2.752764371E-03  -6.185250514E-02   3.916899650E-02   1.354023023E+03  -3.059173838E+01   1.385173415E+02   8.610056199E-01   2.377793810E-01  -4.347230995E-01   1.146565098E-01
   8.600000000E+00   2.573009899E+02   8.897754629E-03   8.032212973E-02   2.809702341E-03  -6.124910836E-02   3.885542406E-02   1.361648524E+03  -3.071198418E+01   1.488429276E+02   8.602069181E-01   2.375912028E-01  -4.362712069E-01   1.151603773E-01
   8.650000000E+00   2.584370478E+02   6.699099608E-03   8.020590432E-02   2.906106712E-03  -6.065248369E-02   3.853230675E-02   1.369270156E+03  -3.083138878E+01   1.592418293E+02   8.594123823E-01   2.374056543E-01  -4.378028610E-01   1.156614345E-01
   8.700000000E+00   2.595750748E+02   4.236149004E-03   8.009452388E-02   3.029292705E-03  -6.006253086E-02   3.819784306E-02   1.376887910E+03  -3.094994464E+01   1.697139708E+02   8.586218539E-01   2.372236035E-01  -4.393180815E-01   1.161597913E-01
   8.750000000E+00   2.607150132E+02   1.718993112E-03   7.998725901E-02   3.165025692E-03  -5.947917394E-02   3.785133760E-02   1.384501775E+03  -3.106764393E+01   1.802592760E+02   8.578352586E-01   2.370456411E-01  -4.408169169E-01   1.166553857E-01
   8.800000000E+00   2.618568061E+02  -6.433792354E-04   7.988339795E-02   3.298555863E-03  -5.890235981E-02   3.749323529E-02   1.392111739E+03  -3.118447876E+01   1.908776684E+02   8.570526082E-01   2.368720458E-01  -4.422994552E-01   1.171479944E-01
   8.850000000E+00   2.630003976E+02  -2.658101200E-03   7.978229814E-02   3.415685290E-03  -5.833205545E-02   3.712507300E-02   1.399717792E+03  -3.130044145E+01   2.015690708E+02   8.562739978E-01   2.367027741E-01  -4.437658318E-01   1.176372559E-01
   8.900000000E+00   2.641457324E+02  -4.162200936E-03   7.968343063E-02   3.503789598E-03  -5.776824424E-02   3.674935203E-02   1.407319924E+03  -3.141552482E+01   2.123334057E+02   8.554995951E-01   2.365374721E-01  -4.452162333E-01   1.181227021E-01
   8.950000000E+00   2.652927560E+02  -5.034109873E-03   7.958641291E-02   3.552718942E-03  -5.721092161E-02   3.636934047E-02   1.414918124E+03  -3.152972234E+01   2.231705947E+02   8.547296259E-01   2.363755098E-01  -4.466508972E-01   1.186037987E-01
   9.000000000E+00   2.664414148E+02  -5.202046697E-03   7.949102722E-02   3.555511108E-03  -5.666009005E-02   3.598881983E-02   1.422512384E+03  -3.164302835E+01   2.340805590E+02   8.539643548E-01   2.362160355E-01  -4.480701079E-01   1.190799887E-01
   9.050000000E+00   2.675916557E+02  -4.648642960E-03   7.939722364E-02   3.508862995E-03  -5.611575382E-02   3.561179482E-02   1.430102693E+03  -3.175543806E+01   2.450632190E+02   8.532040634E-01   2.360580450E-01  -4.494741892E-01   1.195507379E-01
   9.100000000E+00   2.687434265E+02  -3.411454308E-03   7.930510875E-02   3.413324443E-03  -5.557791341E-02   3.524218796E-02   1.437689044E+03  -3.186694767E+01   2.561184941E+02   8.524490273E-01   2.359004616E-01  -4.508634928E-01   1.200155783E-01
   9.150000000E+00   2.698966757E+02  -1.579311658E-03   7.921492271E-02   3.273199204E-03  -5.504656022E-02   3.488354227E-02   1.445271427E+03  -3.197755420E+01   2.672463035E+02   8.516994943E-01   2.357422194E-01  -4.522383858E-01   1.204741459E-01
   9.200000000E+00   2.710513526E+02   7.152138102E-04   7.912700807E-02   3.096160243E-03  -5.452167172E-02   3.453875478E-02   1.452849836E+03  -3.208725546E+01   2.784465655E+02   8.509556646E-01   2.355823453E-01  -4.535992363E-01   1.209262103E-01
   9.250000000E+00   2.722074069E+02   3.306654361E-03   7.904177401E-02   2.892608748E-03  -5.400320755E-02   3.420986141E-02   1.460424262E+03  -3.219604979E+01   2.897191979E+02   8.502176750E-01   2.354200320E-01  -4.549463986E-01   1.213716940E-01
   9.300000000E+00   2.733647895E+02   6.009957033E-03   7.895965935E-02   2.674826514E-03  -5.349110715E-02   3.389789012E-02   1.467994697E+03  -3.230393589E+01   3.010641180E+02   8.494855882E-01   2.352546970E-01  -4.562802004E-01   1.218106796E-01
   9.350000000E+00   2.745234515E+02   8.635220205E-03   7.888109687E-02   2.455988052E-03  -5.298528899E-02   3.360279383E-02   1.475561136E+03  -3.241091254E+01   3.124812426E+02   8.487593885E-01   2.350860235E-01  -4.576009310E-01   1.222434047E-01
   9.400000000E+00   2.756833452E+02   1.100269149E-02   7.880648051E-02   2.249110449E-03  -5.248565185E-02   3.332346840E-02   1.483123570E+03  -3.251697834E+01   3.239704883E+02   8.480389827E-01   2.349139797E-01  -4.589088332E-01   1.226702446E-01
   9.450000000E+00   2.768444232E+02   1.295683317E-02   7.873613686E-02   2.066024587E-03  -5.199207783E-02   3.305785441E-02   1.490681992E+03  -3.262213151E+01   3.355317714E+02   8.473242080E-01   2.347388152E-01  -4.602040986E-01   1.230916847E-01
   9.500000000E+00   2.780066391E+02   1.437832768E-02   7.867030153E-02   1.916450217E-03  -5.150443704E-02   3.280311431E-02   1.498236394E+03  -3.272636961E+01   3.471650079E+02   8.466148450E-01   2.345610355E-01  -4.614868671E-01   1.235082841E-01
   9.550000000E+00   2.791699470E+02   1.519305503E-02   7.860910162E-02   1.807249556E-03  -5.102259313E-02   3.255587083E-02   1.505786768E+03  -3.282968946E+01   3.588701138E+02   8.459106348E-01   2.343813565E-01  -4.627572302E-01   1.239206343E-01
   9.600000000E+00   2.803343018E+02   1.537731536E-02   7.855254523E-02   1.741919954E-03  -5.054640933E-02   3.231248698E-02   1.513333107E+03  -3.293208701E+01   3.706470049E+02   8.452112987E-01   2.342006423E-01  -4.640152380E-01   1.243293148E-01
   9.650000000E+00   2.814996590E+02   1.495887466E-02   7.850051925E-02   1.720366840E-03  -5.007575416E-02   3.206936469E-02   1.520875401E+03  -3.303355729E+01   3.824955967E+02   8.445165602E-01   2.340198331E-01  -4.652609098E-01   1.247348514E-01
   9.700000000E+00   2.826659748E+02   1.401375652E-02   7.845279663E-02   1.738975159E-03  -4.961050637E-02   3.182323735E-02   1.528413642E+03  -3.313409453E+01   3.944158049E+02   8.438261645E-01   2.338398675E-01  -4.664942463E-01   1.251376785E-01
   9.750000000E+00   2.838332060E+02   1.265905781E-02   7.840905316E-02   1.790972577E-03  -4.915055851E-02   3.157143182E-02   1.535947821E+03  -3.323369221E+01   4.064075448E+02   8.431398980E-01   2.336616069E-01  -4.677152434E-01   1.255381097E-01
   9.800000000E+00   2.850013102E+02   1.104240346E-02   7.836889330E-02   1.867053132E-03  -4.869581926E-02   3.131207810E-02   1.543477928E+03  -3.333234324E+01   4.184707315E+02   8.424576017E-01   2.334857670E-01  -4.689239059E-01   1.259363186E-01
